pan_id,dataproduct,ref,vea,rtn,rms,sza_left,sza_right
118,NO2VIS,RefFix,-1.8,IW,[],[],[]
118,NO2VIS,RefFix,-1.8,IX,"[0.007291499999999999, 0.00821875, 0.009641, 0.008166, 0.0070989, 0.0060434]","[28.54, 28.75, 28.96, 29.17, 29.381, 29.591]","[28.75, 28.96, 29.17, 29.381, 29.591, 29.801]"
118,NO2VIS,RefFix,-1.6,IW,[],[],[]
118,NO2VIS,RefFix,-1.6,IX,"[0.0070980999999999995, 0.0081195, 0.00905525, 0.0076935, 0.0069368, 0.0058846]","[28.54, 28.75, 28.96, 29.17, 29.381, 29.591]","[28.75, 28.96, 29.17, 29.381, 29.591, 29.801]"
118,NO2VIS,RefFix,-1.2,IW,[],[],[]
118,NO2VIS,RefFix,-1.2,IX,"[0.0062469, 0.007648749999999999, 0.007883000000000001, 0.0070967999999999995, 0.006231, 0.005139100000000001]","[28.54, 28.75, 28.96, 29.17, 29.381, 29.591]","[28.75, 28.96, 29.17, 29.381, 29.591, 29.801]"
118,NO2VIS,RefFix,-1.1,IW,[],[],[]
118,NO2VIS,RefFix,-1.1,IX,"[0.0066243, 0.007345, 0.0087305, 0.007421499999999999, 0.0062923, 0.0054639]","[28.54, 28.75, 28.96, 29.17, 29.381, 29.591]","[28.75, 28.96, 29.17, 29.381, 29.591, 29.801]"
118,NO2VIS,RefFix,-1.0,IW,[],[],[]
118,NO2VIS,RefFix,-1.0,IX,"[0.00574595, 0.0065677999999999995, 0.0052844, 0.0073196, 0.005702199999999999, 0.00454115]","[28.54, 28.748, 28.957, 29.166, 29.374, 29.582]","[28.748, 28.957, 29.166, 29.374, 29.582, 29.791]"
118,NO2VIS,RefFix,-0.8,IW,[],[],[]
118,NO2VIS,RefFix,-0.8,IX,"[0.0051451, 0.00641975, 0.0049, 0.0066278, 0.0049145, 0.00392565]","[28.55, 28.757, 28.964, 29.17, 29.377, 29.584]","[28.757, 28.964, 29.17, 29.377, 29.584, 29.791]"
118,NO2VIS,RefFix,-0.6,IW,[],[],[]
118,NO2VIS,RefFix,-0.6,IX,"[0.0044104, 0.0057585, 0.0040982, 0.00560935, 0.0043126499999999995, 0.0031132499999999997]","[28.55, 28.757, 28.964, 29.17, 29.377, 29.584]","[28.757, 28.964, 29.17, 29.377, 29.584, 29.791]"
118,NO2VIS,RefFix,-0.4,IW,[],[],[]
118,NO2VIS,RefFix,-0.4,IX,"[0.0034691, 0.003817, 0.0024688, 0.0040929, 0.0028813, 0.0023482499999999996]","[28.55, 28.757, 28.964, 29.17, 29.377, 29.584]","[28.757, 28.964, 29.17, 29.377, 29.584, 29.791]"
118,NO2VIS,RefFix,-0.2,IW,[],[],[]
118,NO2VIS,RefFix,-0.2,IX,"[0.0026603999999999994, 0.00229425, 0.0016954, 0.00274535, 0.00176505, 0.0015049999999999998]","[28.55, 28.757, 28.964, 29.17, 29.377, 29.584]","[28.757, 28.964, 29.17, 29.377, 29.584, 29.791]"
118,NO2VIS,RefFix,0.0,IW,[],[],[]
118,NO2VIS,RefFix,0.0,IX,"[0.0021677, 0.00158275, 0.0013152, 0.0019973499999999997, 0.0013108, 0.0011067]","[28.55, 28.757, 28.964, 29.17, 29.377, 29.584]","[28.757, 28.964, 29.17, 29.377, 29.584, 29.791]"
118,NO2VIS,RefFix,0.2,IW,[],[],[]
118,NO2VIS,RefFix,0.2,IX,"[0.0017821, 0.001243, 0.00102304, 0.00160855, 0.0010773999999999998, 0.000879875]","[28.55, 28.757, 28.964, 29.17, 29.377, 29.584]","[28.757, 28.964, 29.17, 29.377, 29.584, 29.791]"
118,NO2VIS,RefFix,0.4,IW,[],[],[]
118,NO2VIS,RefFix,0.4,IX,"[0.0015416, 0.00108465, 0.00093062, 0.00141415, 0.00094505, 0.0008087649999999999]","[28.55, 28.757, 28.964, 29.17, 29.377, 29.584]","[28.757, 28.964, 29.17, 29.377, 29.584, 29.791]"
118,NO2VIS,RefFix,0.6,IW,[],[],[]
118,NO2VIS,RefFix,0.6,IX,"[0.0014434, 0.00092205, 0.0008648999999999999, 0.0012584, 0.0008472999999999999, 0.000706865]","[28.55, 28.755, 28.96, 29.166, 29.371, 29.576]","[28.755, 28.96, 29.166, 29.371, 29.576, 29.781]"
118,NO2VIS,RefFix,0.8,IW,[],[],[]
118,NO2VIS,RefFix,0.8,IX,"[0.0012901, 0.0008696, 0.00079592, 0.0011881, 0.0007980800000000001, 0.0006929050000000001]","[28.55, 28.755, 28.96, 29.166, 29.371, 29.576]","[28.755, 28.96, 29.166, 29.371, 29.576, 29.781]"
118,NO2VIS,RefFix,1.0,IW,[],[],[]
118,NO2VIS,RefFix,1.0,IX,"[0.0008919199999999992, 0.0006929199999999998, 0.0007554899999999998, 0.00083152, 0.0010429999999999999, 0.004143799999999999]","[28.55, 37.954, 47.357, 56.76, 66.164, 75.568]","[37.954, 47.357, 56.76, 66.164, 75.568, 84.971]"
118,NO2VIS,RefFix,1.2,IW,[],[],[]
118,NO2VIS,RefFix,1.2,IX,"[0.0011803, 0.000804825, 0.00077588, 0.001038, 0.000766775, 0.0006460649999999999]","[28.55, 28.755, 28.96, 29.166, 29.371, 29.576]","[28.755, 28.96, 29.166, 29.371, 29.576, 29.781]"
118,NO2VIS,RefFix,1.4,IW,[],[],[]
118,NO2VIS,RefFix,1.4,IX,"[0.0011978, 0.00079675, 0.0007557800000000001, 0.001005945, 0.00074106, 0.0006161200000000001]","[28.55, 28.755, 28.96, 29.166, 29.371, 29.576]","[28.755, 28.96, 29.166, 29.371, 29.576, 29.781]"
118,NO2VIS,RefFix,1.6,IW,[],[],[]
118,NO2VIS,RefFix,1.6,IX,"[0.0011684, 0.000759675, 0.00069468, 0.0009805150000000002, 0.0007210049999999999, 0.00059581]","[28.55, 28.755, 28.96, 29.166, 29.371, 29.576]","[28.755, 28.96, 29.166, 29.371, 29.576, 29.781]"
118,NO2VIS,RefFix,1.8,IW,[],[],[]
118,NO2VIS,RefFix,1.8,IX,"[0.0011702, 0.0007562000000000001, 0.0007114199999999999, 0.001018605, 0.000720925, 0.000601485]","[28.55, 28.755, 28.96, 29.166, 29.371, 29.576]","[28.755, 28.96, 29.166, 29.371, 29.576, 29.781]"
118,NO2VIS,RefFix,2.0,IW,[],[],[]
118,NO2VIS,RefFix,2.0,IX,"[0.000801765, 0.00058175, 0.00065484, 0.0007024449999999998, 0.0009061999999999998, 0.0038459999999999944]","[28.55, 37.927, 47.304, 56.68, 66.057, 75.434]","[37.927, 47.304, 56.68, 66.057, 75.434, 84.811]"
118,NO2VIS,RefFix,3.0,IW,[],[],[]
118,NO2VIS,RefFix,3.0,IX,"[0.000617265, 0.0005256, 0.000549445, 0.0005949099999999999, 0.0007188350000000002, 0.0010879999999999998]","[28.55, 37.902, 47.254, 56.606, 65.957, 75.309]","[37.902, 47.254, 56.606, 65.957, 75.309, 84.661]"
118,NO2VIS,RefFix,4.0,IW,[],[],[]
118,NO2VIS,RefFix,4.0,IX,"[0.000705164999999999, 0.00053364, 0.00060892, 0.000623845, 0.00087844, 0.0032559999999999963]","[28.55, 37.875, 47.2, 56.526, 65.851, 75.176]","[37.875, 47.2, 56.526, 65.851, 75.176, 84.501]"
118,NO2VIS,RefFix,5.0,IW,[],[],[]
118,NO2VIS,RefFix,5.0,IX,"[0.0010482, 0.000731775, 0.00059756, 0.00082465, 0.000566745, 0.0005401]","[28.55, 28.754, 28.957, 29.16, 29.364, 29.568]","[28.754, 28.957, 29.16, 29.364, 29.568, 29.771]"
118,NO2VIS,RefFix,6.0,IW,[],[],[]
118,NO2VIS,RefFix,6.0,IX,"[0.0005350999999999999, 0.00050516, 0.00057549, 0.0006016199999999999, 0.0007763399999999998, 0.002993599999999998]","[29.0, 38.224, 47.447, 56.671, 65.894, 75.118]","[38.224, 47.447, 56.671, 65.894, 75.118, 84.341]"
118,NO2VIS,RefFix,8.0,IW,[],[],[]
118,NO2VIS,RefFix,8.0,IX,"[0.0005347499999999999, 0.000521875, 0.00056004, 0.000608195, 0.0007600499999999999, 0.002542199999999993]","[28.97, 38.174, 47.377, 56.58, 65.784, 74.988]","[38.174, 47.377, 56.58, 65.784, 74.988, 84.191]"
118,NO2VIS,RefFix,15.0,IW,[],[],[]
118,NO2VIS,RefFix,15.0,IX,"[0.0005374900000000001, 0.00048656000000000036, 0.0005200899999999999, 0.0005353999999999999, 0.0007797599999999991, 0.0010208]","[28.94, 38.124, 47.307, 56.491, 65.674, 74.858]","[38.124, 47.307, 56.491, 65.674, 74.858, 84.041]"
118,NO2VIS,RefFix,30.0,IW,[],[],[]
118,NO2VIS,RefFix,30.0,IX,"[0.000494, 0.0004804799999999997, 0.00052642, 0.0005346149999999999, 0.0006646199999999994, 0.0016894799999999815]","[28.91, 38.074, 47.237, 56.4, 65.564, 74.728]","[38.074, 47.237, 56.4, 65.564, 74.728, 83.891]"
118,NO2VIS,RefFix,90.0,IW,"[0.00048635, 0.0009295999999999999, 0.0009747349999999999, 0.001167799999999999, 0.007515699999999998, 0.01321949999999999, 0.018321, 0.019086, 0.02683]","[81.26, 84.024, 85.406, 86.788, 88.17, 89.553, 90.935, 92.317, 93.699]","[82.642, 85.406, 86.788, 88.17, 89.553, 90.935, 92.317, 93.699, 95.081]"
118,NO2VIS,RefFix,90.0,IX,"[0.00046499999999999976, 0.0005201399999999997, 0.00048113999999999975, 0.0005152, 0.0006273, 0.0009525999999999996]","[28.54, 37.992, 47.444, 56.896, 66.347, 75.799]","[37.992, 47.444, 56.896, 66.347, 75.799, 85.251]"
118,NO2UV,Ref,-5.0,IW,[],[],[]
118,NO2UV,Ref,-5.0,IX,[],[],[]
118,NO2UV,Ref,-4.0,IW,[],[],[]
118,NO2UV,Ref,-4.0,IX,[],[],[]
118,NO2UV,Ref,-3.0,IW,[],[],[]
118,NO2UV,Ref,-3.0,IX,[],[],[]
118,NO2UV,Ref,-2.0,IW,[],[],[]
118,NO2UV,Ref,-2.0,IX,"[0.009548399999999997, 0.010451999999999998, 0.014925999999999998, 0.016982499999999998, 0.024749999999999994, 0.0398825]","[29.06, 38.37, 47.68, 56.991, 66.301, 75.611]","[38.37, 47.68, 56.991, 66.301, 75.611, 84.921]"
118,NO2UV,Ref,-1.8,IW,[],[],[]
118,NO2UV,Ref,-1.8,IX,[],[],[]
118,NO2UV,Ref,-1.6,IW,[],[],[]
118,NO2UV,Ref,-1.6,IX,[],[],[]
118,NO2UV,Ref,-1.2,IW,[],[],[]
118,NO2UV,Ref,-1.2,IX,[],[],[]
118,NO2UV,Ref,-1.1,IW,[],[],[]
118,NO2UV,Ref,-1.1,IX,[],[],[]
118,NO2UV,Ref,-1.0,IW,[],[],[]
118,NO2UV,Ref,-1.0,IX,[],[],[]
118,NO2UV,Ref,-0.8,IW,[],[],[]
118,NO2UV,Ref,-0.8,IX,[],[],[]
118,NO2UV,Ref,-0.6,IW,[],[],[]
118,NO2UV,Ref,-0.6,IX,[],[],[]
118,NO2UV,Ref,-0.4,IW,[],[],[]
118,NO2UV,Ref,-0.4,IX,[],[],[]
118,NO2UV,Ref,-0.2,IW,[],[],[]
118,NO2UV,Ref,-0.2,IX,[],[],[]
118,NO2UV,Ref,0.0,IW,[],[],[]
118,NO2UV,Ref,0.0,IX,[],[],[]
118,NO2UV,Ref,0.2,IW,[],[],[]
118,NO2UV,Ref,0.2,IX,[],[],[]
118,NO2UV,Ref,0.4,IW,[],[],[]
118,NO2UV,Ref,0.4,IX,[],[],[]
118,NO2UV,Ref,0.6,IW,[],[],[]
118,NO2UV,Ref,0.6,IX,[],[],[]
118,NO2UV,Ref,0.8,IW,[],[],[]
118,NO2UV,Ref,0.8,IX,[],[],[]
118,NO2UV,Ref,1.0,IW,[],[],[]
118,NO2UV,Ref,1.0,IX,"[0.0013169999999999994, 0.0013939999999999998, 0.0013767999999999999, 0.001647, 0.0023902, 0.004417599999999999]","[29.1, 38.398, 47.697, 56.996, 66.294, 75.592]","[38.398, 47.697, 56.996, 66.294, 75.592, 84.891]"
118,NO2UV,Ref,1.2,IW,[],[],[]
118,NO2UV,Ref,1.2,IX,[],[],[]
118,NO2UV,Ref,1.4,IW,[],[],[]
118,NO2UV,Ref,1.4,IX,[],[],[]
118,NO2UV,Ref,1.6,IW,[],[],[]
118,NO2UV,Ref,1.6,IX,[],[],[]
118,NO2UV,Ref,1.8,IW,[],[],[]
118,NO2UV,Ref,1.8,IX,[],[],[]
118,NO2UV,Ref,2.0,IW,[],[],[]
118,NO2UV,Ref,2.0,IX,"[0.0013341999999999996, 0.001397, 0.0013272999999999998, 0.0016973, 0.0022093, 0.003814199999999997]","[29.08, 38.355, 47.63, 56.906, 66.181, 75.456]","[38.355, 47.63, 56.906, 66.181, 75.456, 84.731]"
118,NO2UV,Ref,3.0,IW,[],[],[]
118,NO2UV,Ref,3.0,IX,"[0.00113675, 0.0010543999999999998, 0.0013260999999999998, 0.0015365, 0.0017745999999999999, 0.0033754999999999987]","[28.73, 38.038, 47.347, 56.656, 65.964, 75.273]","[38.038, 47.347, 56.656, 65.964, 75.273, 84.581]"
118,NO2UV,Ref,4.0,IW,[],[],[]
118,NO2UV,Ref,4.0,IX,"[0.00144125, 0.0014811999999999994, 0.0013405999999999997, 0.0015186499999999994, 0.0021244, 0.0034613999999999986]","[29.01, 38.245, 47.48, 56.716, 65.951, 75.186]","[38.245, 47.48, 56.716, 65.951, 75.186, 84.421]"
118,NO2UV,Ref,5.0,IW,[],[],[]
118,NO2UV,Ref,5.0,IX,[],[],[]
118,NO2UV,Ref,6.0,IW,[],[],[]
118,NO2UV,Ref,6.0,IX,"[0.0013993999999999999, 0.0013844, 0.0013084999999999998, 0.0016089499999999998, 0.0020255, 0.0031203999999999984]","[28.98, 38.195, 47.41, 56.626, 65.841, 75.056]","[38.195, 47.41, 56.626, 65.841, 75.056, 84.271]"
118,NO2UV,Ref,8.0,IW,[],[],[]
118,NO2UV,Ref,8.0,IX,"[0.0014101, 0.00131, 0.0013002999999999995, 0.0015390499999999997, 0.0020415999999999998, 0.0029039999999999995]","[28.95, 38.144, 47.337, 56.53, 65.724, 74.918]","[38.144, 47.337, 56.53, 65.724, 74.918, 84.111]"
118,NO2UV,Ref,15.0,IW,[],[],[]
118,NO2UV,Ref,15.0,IX,"[0.0013447499999999994, 0.0013079999999999988, 0.0012901999999999998, 0.00153185, 0.0018815999999999998, 0.002672799999999999]","[28.92, 38.094, 47.267, 56.44, 65.614, 74.788]","[38.094, 47.267, 56.44, 65.614, 74.788, 83.961]"
118,NO2UV,Ref,30.0,IW,[],[],[]
118,NO2UV,Ref,30.0,IX,"[0.0012456999999999956, 0.0014178, 0.0013789, 0.0015090499999999998, 0.0016224999999999998, 0.0022766]","[28.89, 38.042, 47.194, 56.346, 65.497, 74.649]","[38.042, 47.194, 56.346, 65.497, 74.649, 83.801]"
118,NO2UV,Ref,90.0,IW,"[0.00130495, 0.0023655, 0.0026219999999999933, 0.0031259, 0.0048467499999999995, 0.010185999999999999, 0.018513999999999992, 0.02749999999999998, 0.042719]","[81.13, 83.714, 85.006, 86.298, 87.59, 88.883, 90.175, 91.467, 92.759]","[82.422, 85.006, 86.298, 87.59, 88.883, 90.175, 91.467, 92.759, 94.051]"
118,NO2UV,Ref,90.0,IX,"[0.00129145, 0.0013118999999999993, 0.0014405, 0.0015207999999999999, 0.0015928999999999995, 0.0021119999999999997]","[28.54, 38.017, 47.494, 56.97, 66.447, 75.924]","[38.017, 47.494, 56.97, 66.447, 75.924, 85.401]"
118,NO2UV,MeasLow,-5.0,IW,[],[],[]
118,NO2UV,MeasLow,-5.0,IX,[],[],[]
118,NO2UV,MeasLow,-4.0,IW,[],[],[]
118,NO2UV,MeasLow,-4.0,IX,[],[],[]
118,NO2UV,MeasLow,-3.0,IW,[],[],[]
118,NO2UV,MeasLow,-3.0,IX,[],[],[]
118,NO2UV,MeasLow,-2.0,IW,[],[],[]
118,NO2UV,MeasLow,-2.0,IX,"[0.009822399999999995, 0.010485999999999997, 0.014792, 0.0168425, 0.024725499999999994, 0.0394625]","[29.06, 38.37, 47.68, 56.991, 66.301, 75.611]","[38.37, 47.68, 56.991, 66.301, 75.611, 84.921]"
118,NO2UV,MeasLow,-1.8,IW,[],[],[]
118,NO2UV,MeasLow,-1.8,IX,[],[],[]
118,NO2UV,MeasLow,-1.6,IW,[],[],[]
118,NO2UV,MeasLow,-1.6,IX,[],[],[]
118,NO2UV,MeasLow,-1.2,IW,[],[],[]
118,NO2UV,MeasLow,-1.2,IX,[],[],[]
118,NO2UV,MeasLow,-1.1,IW,[],[],[]
118,NO2UV,MeasLow,-1.1,IX,[],[],[]
118,NO2UV,MeasLow,-1.0,IW,[],[],[]
118,NO2UV,MeasLow,-1.0,IX,[],[],[]
118,NO2UV,MeasLow,-0.8,IW,[],[],[]
118,NO2UV,MeasLow,-0.8,IX,[],[],[]
118,NO2UV,MeasLow,-0.6,IW,[],[],[]
118,NO2UV,MeasLow,-0.6,IX,[],[],[]
118,NO2UV,MeasLow,-0.4,IW,[],[],[]
118,NO2UV,MeasLow,-0.4,IX,[],[],[]
118,NO2UV,MeasLow,-0.2,IW,[],[],[]
118,NO2UV,MeasLow,-0.2,IX,[],[],[]
118,NO2UV,MeasLow,0.0,IW,[],[],[]
118,NO2UV,MeasLow,0.0,IX,[],[],[]
118,NO2UV,MeasLow,0.2,IW,[],[],[]
118,NO2UV,MeasLow,0.2,IX,[],[],[]
118,NO2UV,MeasLow,0.4,IW,[],[],[]
118,NO2UV,MeasLow,0.4,IX,[],[],[]
118,NO2UV,MeasLow,0.6,IW,[],[],[]
118,NO2UV,MeasLow,0.6,IX,[],[],[]
118,NO2UV,MeasLow,0.8,IW,[],[],[]
118,NO2UV,MeasLow,0.8,IX,[],[],[]
118,NO2UV,MeasLow,1.0,IW,[],[],[]
118,NO2UV,MeasLow,1.0,IX,"[0.0013194999999999995, 0.001189399999999999, 0.0013495999999999998, 0.0015888999999999992, 0.0022092, 0.0040681999999999975]","[29.1, 38.398, 47.697, 56.996, 66.294, 75.592]","[38.398, 47.697, 56.996, 66.294, 75.592, 84.891]"
118,NO2UV,MeasLow,1.2,IW,[],[],[]
118,NO2UV,MeasLow,1.2,IX,[],[],[]
118,NO2UV,MeasLow,1.4,IW,[],[],[]
118,NO2UV,MeasLow,1.4,IX,[],[],[]
118,NO2UV,MeasLow,1.6,IW,[],[],[]
118,NO2UV,MeasLow,1.6,IX,[],[],[]
118,NO2UV,MeasLow,1.8,IW,[],[],[]
118,NO2UV,MeasLow,1.8,IX,[],[],[]
118,NO2UV,MeasLow,2.0,IW,[],[],[]
118,NO2UV,MeasLow,2.0,IX,"[0.0012322, 0.0011837999999999985, 0.0013095, 0.001467499999999999, 0.0020632999999999997, 0.0035461999999999985]","[29.08, 38.355, 47.63, 56.906, 66.181, 75.456]","[38.355, 47.63, 56.906, 66.181, 75.456, 84.731]"
118,NO2UV,MeasLow,3.0,IW,[],[],[]
118,NO2UV,MeasLow,3.0,IX,"[0.0012178999999999998, 0.0011003999999999999, 0.0011913999999999998, 0.001231, 0.0017915999999999997, 0.0032667000000000004]","[28.73, 38.038, 47.347, 56.656, 65.964, 75.273]","[38.038, 47.347, 56.656, 65.964, 75.273, 84.581]"
118,NO2UV,MeasLow,4.0,IW,[],[],[]
118,NO2UV,MeasLow,4.0,IX,"[0.00113925, 0.0011418999999999982, 0.0011855, 0.0014416499999999985, 0.0019633999999999993, 0.0031289999999999994]","[29.01, 38.245, 47.48, 56.716, 65.951, 75.186]","[38.245, 47.48, 56.716, 65.951, 75.186, 84.421]"
118,NO2UV,MeasLow,5.0,IW,[],[],[]
118,NO2UV,MeasLow,5.0,IX,[],[],[]
118,NO2UV,MeasLow,6.0,IW,[],[],[]
118,NO2UV,MeasLow,6.0,IX,"[0.001037, 0.0010486199999999992, 0.0011656999999999998, 0.0013863999999999992, 0.0018330999999999998, 0.002810999999999997]","[28.98, 38.195, 47.41, 56.626, 65.841, 75.056]","[38.195, 47.41, 56.626, 65.841, 75.056, 84.271]"
118,NO2UV,MeasLow,8.0,IW,[],[],[]
118,NO2UV,MeasLow,8.0,IX,"[0.0010309, 0.0010956000000000006, 0.001037, 0.001348799999999999, 0.0017952999999999997, 0.0029641999999999993]","[28.95, 38.144, 47.337, 56.53, 65.724, 74.918]","[38.144, 47.337, 56.53, 65.724, 74.918, 84.111]"
118,NO2UV,MeasLow,15.0,IW,[],[],[]
118,NO2UV,MeasLow,15.0,IX,"[0.00110485, 0.0010226699999999983, 0.0010213, 0.0012973999999999998, 0.0017549999999999992, 0.002760799999999996]","[28.92, 38.094, 47.267, 56.44, 65.614, 74.788]","[38.094, 47.267, 56.44, 65.614, 74.788, 83.961]"
118,NO2UV,MeasLow,30.0,IW,[],[],[]
118,NO2UV,MeasLow,30.0,IX,"[0.0010777999999999999, 0.0011449499999999998, 0.0009811199999999994, 0.0011368999999999997, 0.0014982999999999995, 0.0022569999999999956]","[28.89, 38.042, 47.194, 56.346, 65.497, 74.649]","[38.042, 47.194, 56.346, 65.497, 74.649, 83.801]"
118,NO2UV,MeasLow,90.0,IW,"[1.212, 0.208755]","[91.05, 93.454]","[91.317, 93.721]"
118,NO2UV,MeasLow,90.0,IX,[],[],[]
118,NO2UV,RefFix,-5.0,IW,[],[],[]
118,NO2UV,RefFix,-5.0,IX,[],[],[]
118,NO2UV,RefFix,-4.0,IW,[],[],[]
118,NO2UV,RefFix,-4.0,IX,[],[],[]
118,NO2UV,RefFix,-3.0,IW,[],[],[]
118,NO2UV,RefFix,-3.0,IX,[],[],[]
118,NO2UV,RefFix,-2.0,IW,[],[],[]
118,NO2UV,RefFix,-2.0,IX,"[0.009900299999999996, 0.010457999999999997, 0.014933, 0.0170725, 0.024730499999999996, 0.039915]","[29.06, 38.37, 47.68, 56.991, 66.301, 75.611]","[38.37, 47.68, 56.991, 66.301, 75.611, 84.921]"
118,NO2UV,RefFix,-1.8,IW,[],[],[]
118,NO2UV,RefFix,-1.8,IX,[],[],[]
118,NO2UV,RefFix,-1.6,IW,[],[],[]
118,NO2UV,RefFix,-1.6,IX,[],[],[]
118,NO2UV,RefFix,-1.2,IW,[],[],[]
118,NO2UV,RefFix,-1.2,IX,[],[],[]
118,NO2UV,RefFix,-1.1,IW,[],[],[]
118,NO2UV,RefFix,-1.1,IX,[],[],[]
118,NO2UV,RefFix,-1.0,IW,[],[],[]
118,NO2UV,RefFix,-1.0,IX,[],[],[]
118,NO2UV,RefFix,-0.8,IW,[],[],[]
118,NO2UV,RefFix,-0.8,IX,[],[],[]
118,NO2UV,RefFix,-0.6,IW,[],[],[]
118,NO2UV,RefFix,-0.6,IX,[],[],[]
118,NO2UV,RefFix,-0.4,IW,[],[],[]
118,NO2UV,RefFix,-0.4,IX,[],[],[]
118,NO2UV,RefFix,-0.2,IW,[],[],[]
118,NO2UV,RefFix,-0.2,IX,[],[],[]
118,NO2UV,RefFix,0.0,IW,[],[],[]
118,NO2UV,RefFix,0.0,IX,[],[],[]
118,NO2UV,RefFix,0.2,IW,[],[],[]
118,NO2UV,RefFix,0.2,IX,[],[],[]
118,NO2UV,RefFix,0.4,IW,[],[],[]
118,NO2UV,RefFix,0.4,IX,[],[],[]
118,NO2UV,RefFix,0.6,IW,[],[],[]
118,NO2UV,RefFix,0.6,IX,[],[],[]
118,NO2UV,RefFix,0.8,IW,[],[],[]
118,NO2UV,RefFix,0.8,IX,[],[],[]
118,NO2UV,RefFix,1.0,IW,[],[],[]
118,NO2UV,RefFix,1.0,IX,"[0.0013623999999999997, 0.001608599999999999, 0.0016327999999999998, 0.00194725, 0.0024872999999999996, 0.004896199999999994]","[29.1, 38.398, 47.697, 56.996, 66.294, 75.592]","[38.398, 47.697, 56.996, 66.294, 75.592, 84.891]"
118,NO2UV,RefFix,1.2,IW,[],[],[]
118,NO2UV,RefFix,1.2,IX,[],[],[]
118,NO2UV,RefFix,1.4,IW,[],[],[]
118,NO2UV,RefFix,1.4,IX,[],[],[]
118,NO2UV,RefFix,1.6,IW,[],[],[]
118,NO2UV,RefFix,1.6,IX,[],[],[]
118,NO2UV,RefFix,1.8,IW,[],[],[]
118,NO2UV,RefFix,1.8,IX,[],[],[]
118,NO2UV,RefFix,2.0,IW,[],[],[]
118,NO2UV,RefFix,2.0,IX,"[0.0013353999999999998, 0.0015215999999999986, 0.0016466999999999999, 0.0019474, 0.0023222, 0.004266399999999997]","[29.08, 38.355, 47.63, 56.906, 66.181, 75.456]","[38.355, 47.63, 56.906, 66.181, 75.456, 84.731]"
118,NO2UV,RefFix,3.0,IW,[],[],[]
118,NO2UV,RefFix,3.0,IX,"[0.0013695, 0.0013817999999999999, 0.0015082999999999995, 0.00166225, 0.0020369999999999997, 0.0035090999999999994]","[28.73, 38.038, 47.347, 56.656, 65.964, 75.273]","[38.038, 47.347, 56.656, 65.964, 75.273, 84.581]"
118,NO2UV,RefFix,4.0,IW,[],[],[]
118,NO2UV,RefFix,4.0,IX,"[0.0013632499999999999, 0.0014872499999999992, 0.0015697999999999999, 0.0017457999999999998, 0.0023202999999999995, 0.003903199999999997]","[29.01, 38.245, 47.48, 56.716, 65.951, 75.186]","[38.245, 47.48, 56.716, 65.951, 75.186, 84.421]"
118,NO2UV,RefFix,5.0,IW,[],[],[]
118,NO2UV,RefFix,5.0,IX,[],[],[]
118,NO2UV,RefFix,6.0,IW,[],[],[]
118,NO2UV,RefFix,6.0,IX,"[0.0013269999999999994, 0.0014642, 0.0015596, 0.00179065, 0.0022101999999999994, 0.003358199999999997]","[28.98, 38.195, 47.41, 56.626, 65.841, 75.056]","[38.195, 47.41, 56.626, 65.841, 75.056, 84.271]"
118,NO2UV,RefFix,8.0,IW,[],[],[]
118,NO2UV,RefFix,8.0,IX,"[0.0013090000000000003, 0.0014524000000000002, 0.0015559, 0.0017068999999999997, 0.0021043999999999998, 0.003382399999999996]","[28.95, 38.144, 47.337, 56.53, 65.724, 74.918]","[38.144, 47.337, 56.53, 65.724, 74.918, 84.111]"
118,NO2UV,RefFix,15.0,IW,[],[],[]
118,NO2UV,RefFix,15.0,IX,"[0.0013376499999999997, 0.001414999999999999, 0.0015122999999999998, 0.0016573499999999997, 0.0021837999999999996, 0.0030489999999999953]","[28.92, 38.094, 47.267, 56.44, 65.614, 74.788]","[38.094, 47.267, 56.44, 65.614, 74.788, 83.961]"
118,NO2UV,RefFix,30.0,IW,[],[],[]
118,NO2UV,RefFix,30.0,IX,"[0.0012593499999999998, 0.0014016499999999995, 0.0015924000000000001, 0.0016147999999999996, 0.0018614999999999999, 0.002465999999999999]","[28.89, 38.042, 47.194, 56.346, 65.497, 74.649]","[38.042, 47.194, 56.346, 65.497, 74.649, 83.801]"
118,NO2UV,RefFix,90.0,IW,"[0.00130495, 0.0026317999999999984, 0.0033355999999999998, 0.0033881, 0.0047715, 0.009403599999999998, 0.01775499999999999, 0.02488599999999997, 0.042351]","[81.13, 83.67, 84.94, 86.21, 87.48, 88.751, 90.021, 91.291, 92.561]","[82.4, 84.94, 86.21, 87.48, 88.751, 90.021, 91.291, 92.561, 93.831]"
118,NO2UV,RefFix,90.0,IX,"[0.0014620999999999987, 0.0013326999999999996, 0.0015205, 0.00154045, 0.0017565999999999994, 0.002407]","[28.54, 38.017, 47.494, 56.97, 66.447, 75.924]","[38.017, 47.494, 56.97, 66.447, 75.924, 85.401]"
118,HONO,Ref,-5.0,IW,[],[],[]
118,HONO,Ref,-5.0,IX,[],[],[]
118,HONO,Ref,-4.0,IW,[],[],[]
118,HONO,Ref,-4.0,IX,[],[],[]
118,HONO,Ref,-3.0,IW,[],[],[]
118,HONO,Ref,-3.0,IX,[],[],[]
118,HONO,Ref,-2.0,IW,[],[],[]
